b9a51ac,2017-02-28T17:41:58+01:00,5325955,0.205884
b9a51ac,2017-02-28T17:41:58+01:00,5494712,0.213614
b9a51ac,2017-02-28T17:41:58+01:00,6471188,0.255686
b9a51ac,2017-02-28T17:41:58+01:00,9087952,0.359478
b9a51ac,2017-02-28T17:41:58+01:00,836825,0.033420
b9a51ac,2017-02-28T17:41:58+01:00,1781298,0.087075
b9a51ac,2017-02-28T17:41:58+01:00,990637,0.040086
b9a51ac,2017-02-28T17:41:58+01:00,6173549,0.241935
b9a51ac,2017-02-28T17:41:58+01:00,9652322,0.412113
b9a51ac,2017-02-28T17:41:58+01:00,435898,0.017233
b9a51ac,2017-02-28T17:41:58+01:00,5325955,0.204614
b9a51ac,2017-02-28T17:41:58+01:00,5494712,0.215845
b9a51ac,2017-02-28T17:41:58+01:00,6471188,0.250445
b9a51ac,2017-02-28T17:41:58+01:00,9087952,0.357757
b9a51ac,2017-02-28T17:41:58+01:00,836825,0.032408
b9a51ac,2017-02-28T17:41:58+01:00,1781298,0.074302
b9a51ac,2017-02-28T17:41:58+01:00,990637,0.040701
b9a51ac,2017-02-28T17:41:58+01:00,6173549,0.239928
b9a51ac,2017-02-28T17:41:58+01:00,9652322,0.378671
b9a51ac,2017-02-28T17:41:58+01:00,435898,0.017625
b9a51ac,2017-02-28T17:41:58+01:00,5325955,0.208823
b9a51ac,2017-02-28T17:41:58+01:00,5494712,0.214577
b9a51ac,2017-02-28T17:41:58+01:00,6471188,0.255654
b9a51ac,2017-02-28T17:41:58+01:00,9087952,0.377567
b9a51ac,2017-02-28T17:41:58+01:00,836825,0.032415
b9a51ac,2017-02-28T17:41:58+01:00,1781298,0.073666
b9a51ac,2017-02-28T17:41:58+01:00,990637,0.038169
b9a51ac,2017-02-28T17:41:58+01:00,6173549,0.235769
b9a51ac,2017-02-28T17:41:58+01:00,9652322,0.384348
b9a51ac,2017-02-28T17:41:58+01:00,435898,0.018901
b9a51ac,2017-02-28T17:41:58+01:00,5325955,0.202743
b9a51ac,2017-02-28T17:41:58+01:00,5494712,0.211697
b9a51ac,2017-02-28T17:41:58+01:00,6471188,0.257663
b9a51ac,2017-02-28T17:41:58+01:00,9087952,0.359016
b9a51ac,2017-02-28T17:41:58+01:00,836825,0.032922
b9a51ac,2017-02-28T17:41:58+01:00,1781298,0.068616
b9a51ac,2017-02-28T17:41:58+01:00,990637,0.040465
b9a51ac,2017-02-28T17:41:58+01:00,6173549,0.255464
b9a51ac,2017-02-28T17:41:58+01:00,9652322,0.377558
b9a51ac,2017-02-28T17:41:58+01:00,435898,0.017257
b9a51ac,2017-02-28T17:41:58+01:00,5325955,0.222141
b9a51ac,2017-02-28T17:41:58+01:00,5494712,0.225836
b9a51ac,2017-02-28T17:41:58+01:00,6471188,0.294340
b9a51ac,2017-02-28T17:41:58+01:00,9087952,0.394481
b9a51ac,2017-02-28T17:41:58+01:00,836825,0.033672
b9a51ac,2017-02-28T17:41:58+01:00,1781298,0.068086
b9a51ac,2017-02-28T17:41:58+01:00,990637,0.038540
b9a51ac,2017-02-28T17:41:58+01:00,6173549,0.236844
b9a51ac,2017-02-28T17:41:58+01:00,9652322,0.379353
b9a51ac,2017-02-28T17:41:58+01:00,435898,0.018022
b9a51ac,2017-02-28T17:41:58+01:00,5325955,0.216468
b9a51ac,2017-02-28T17:41:58+01:00,5494712,0.211384
b9a51ac,2017-02-28T17:41:58+01:00,6471188,0.256860
b9a51ac,2017-02-28T17:41:58+01:00,9087952,0.364935
